Loading assemblies from: C:\Users\Tal\AppData\Local\Apps\2.0\X5MLETMC.WLM\5NNM9X0W.CBM\mtgo..tion_a7d96b15d2cce030_0003.0004_b5d581d94d59763e
opcode	type
1699	WotC.MTGO.Common.Message.DosEcomStoreOrderCreateRespMessage
1700	WotC.MTGO.Common.Message.DosEcomStoreOrderCreateFailureRespMessage
1701	WotC.MTGO.Common.Message.DosEcomStoreOrderUpdateRespMessage
1702	WotC.MTGO.Common.Message.DosEcomStoreOrderUpdateFailureRespMessage
1707	WotC.MTGO.Common.Message.DosEcomStoreOrderReviewRespMessage
1708	WotC.MTGO.Common.Message.DosEcomStoreOrderReviewFailureRespMessage
1709	WotC.MTGO.Common.Message.DosEcomStoreOrderProcessRespMessage
1710	WotC.MTGO.Common.Message.DosEcomStoreOrderProcessCompleteFafMessage
1714	WotC.MTGO.Common.Message.DosEcomStoreOrderCancelRespMessage
1715	WotC.MTGO.Common.Message.DosEcomStoreOrderCancelFailureRespMessage
1716	WotC.MTGO.Common.Message.DosTradeCollectionUpdateRespMessage
1718	WotC.MTGO.Common.Message.DosLoginProfileTypeChangeRespMessage
1719	WotC.MTGO.Common.Message.DosLoginProfileTypeChangeFailureRespMessage
1720	WotC.MTGO.Common.Message.DosUserInfoFailureRespMessage
1721	WotC.MTGO.Common.Message.DosLoginQuestionRespMessage
1722	WotC.MTGO.Common.Message.DosLoginQuestionFailureRespMessage
1723	WotC.MTGO.Common.Message.DosUserOfficialEmailReqMessage
1724	WotC.MTGO.Common.Message.DosUserOfficialEmailRespMessage
1725	WotC.MTGO.Common.Message.DosUserOfficialEmailErrorMessage
1732	WotC.MTGO.Common.Message.DosEcomPostOrderProcessingReqMessage
1733	WotC.MTGO.Common.Message.DosTournamentByesReqMessage
1734	WotC.MTGO.Common.Message.DosTournamentByesRespMessage
1735	WotC.MTGO.Common.Message.DosTournamentQualificationsReqMessage
1736	WotC.MTGO.Common.Message.DosTournamentQualificationsRespMessage
1737	WotC.MTGO.Common.Message.DosRecoveryInProgressMessage
1738	WotC.MTGO.Common.Message.DosRecoveryCompleteMessage
1741	WotC.MTGO.Common.Message.FlsEcomPostOrderProcessingReqMessage
1742	WotC.MTGO.Common.Message.FlsTournamentManualPayoutPrizesReqMessage
1743	WotC.MTGO.Common.Message.FlsDigitalObjectReturnNotifyReqMessage
1744	WotC.MTGO.Common.Message.DosDigitalObjectReturnNotifyReqMessage
1745	WotC.MTGO.Common.Message.FlsLoginCacheExpireItemReqMessage
1746	WotC.MTGO.Common.Message.DosLoginCacheExpireItemReqMessage
1754	WotC.MTGO.Common.Message.DosTournamentStructuresReqMessage
1759	WotC.MTGO.Common.Message.DosTournamentCompletedInternalMessage
1760	WotC.MTGO.Common.Message.DosTournamentMatchCompletedInternalMessage
1761	WotC.MTGO.Common.Message.DosTournamentBeginRoundInternalMessage
1762	WotC.MTGO.Common.Message.DosQueueFireInternalMessage
1763	WotC.MTGO.Common.Message.DosDraftBeginRoundInternalMessage
1764	WotC.MTGO.Common.Message.DosProcessTournamentEventInternalMessage
1766	WotC.MTGO.Common.Message.DosTournamentPayoutPrizesInternalMessage
1792	WotC.MTGO.Common.Message.DosLeagueCreateReqMessage
1793	WotC.MTGO.Common.Message.DosLeagueCreateRespMessage
1794	WotC.MTGO.Common.Message.DosLeagueEditReqMessage
1795	WotC.MTGO.Common.Message.DosLeagueEditRespMessage
1800	WotC.MTGO.Common.Message.DosLeagueForceCourseStateReqMessage
1801	WotC.MTGO.Common.Message.DosLeagueForceCourseStateRespMessage
1802	WotC.MTGO.Common.Message.DosLeagueTerminateReqMessage
1803	WotC.MTGO.Common.Message.DosLeagueTerminateRespMessage
1804	WotC.MTGO.Common.Message.DosLeagueUserJoinReqMessage
1805	WotC.MTGO.Common.Message.DosLeagueUserJoinRespMessage
1806	WotC.MTGO.Common.Message.DosLeagueUserUpdateDeckReqMessage
1807	WotC.MTGO.Common.Message.DosLeagueUserUpdateDeckRespMessage
1810	WotC.MTGO.Common.Message.DosLeagueUserAddProductReqMessage
1811	WotC.MTGO.Common.Message.DosLeagueUserAddProductRespMessage
1812	WotC.MTGO.Common.Message.DosLeagueUserJoinQueueReqMessage
1813	WotC.MTGO.Common.Message.DosLeagueUserJoinQueueRespMessage
1814	WotC.MTGO.Common.Message.DosLeagueUserExitQueueReqMessage
1815	WotC.MTGO.Common.Message.DosLeagueUserExitQueueRespMessage
1816	WotC.MTGO.Common.Message.DosLeagueUserPairingUpdateMessage
1818	WotC.MTGO.Common.Message.DosLeagueUserPairingAcceptedReqMessage
1819	WotC.MTGO.Common.Message.DosLeagueUserPairingAcceptedRespMessage
1824	WotC.MTGO.Common.Message.DosLeagueUserDropReqMessage
1825	WotC.MTGO.Common.Message.DosLeagueUserDropRespMessage
1826	WotC.MTGO.Common.Message.DosLeagueSyncReqMessage
1827	WotC.MTGO.Common.Message.DosLeagueSyncRespMessage
1830	WotC.MTGO.Common.Message.DosLeagueUpdatedMessage
1831	WotC.MTGO.Common.Message.DosLeagueStandingsUpdatedMessage
1833	WotC.MTGO.Common.Message.DosLeagueForcePlayerPairingReqMessage
1834	WotC.MTGO.Common.Message.DosLeagueForcePlayerPairingRespMessage
1835	WotC.MTGO.Common.Message.DosLeagueMatchStartedMessage
1836	WotC.MTGO.Common.Message.DosLeagueUserDecksRespMessage
1837	WotC.MTGO.Common.Message.DosLeagueUserDecksReqMessage
1838	WotC.MTGO.Common.Message.NacsCheckLoginReqMessage
1839	WotC.MTGO.Common.Message.DosCheckLoginReqMessage
1840	WotC.MTGO.Common.Message.DosCheckLoginRespMessage
1841	WotC.MTGO.Common.Message.NacsCheckLoginRespMessage
1843	WotC.MTGO.Common.Message.DosLeagueUpdatePauseStateReqMessage
1844	WotC.MTGO.Common.Message.DosLeagueUpdatePauseStateRespMessage
1845	WotC.MTGO.Common.Message.DosLeagueModifyMatchesReqMessage
1846	WotC.MTGO.Common.Message.DosLeagueModifyMatchesRespMessage
1847	WotC.MTGO.Common.Message.DosLeaguePoolViewReqMessage
1848	WotC.MTGO.Common.Message.DosLeaguePoolViewRespMessage
1849	WotC.MTGO.Common.Message.DosLeaguePoolUnlockReqMessage
1850	WotC.MTGO.Common.Message.DosLeaguePoolUnlockRespMessage
1851	WotC.MTGO.Common.Message.DosLeagueReturnEntryFeesReqMessage
1852	WotC.MTGO.Common.Message.DosLeagueReturnEntryFeesRespMessage
1853	WotC.MTGO.Common.Message.DosLeagueUserAwardsAvailableUpdatedMessage
1854	WotC.MTGO.Common.Message.DosLeagueUserCourseHistoryReqMessage
1855	WotC.MTGO.Common.Message.DosLeagueUserCourseHistoryRespMessage
1856	WotC.MTGO.Common.Message.DosLeagueUserMatchHistoryUpdatedMessage
1857	WotC.MTGO.Common.Message.DosLeagueUserAwardsSyncReqMessage
1858	WotC.MTGO.Common.Message.DosLeagueUserAwardsSyncRespMessage
1863	WotC.MTGO.Common.Message.DosLeagueRemovePlayersReqMessage
1864	WotC.MTGO.Common.Message.DosLeagueRemovePlayersRespMessage
1865	WotC.MTGO.Common.Message.DosLeagueSendMsgToPlayersReqMessage
1866	WotC.MTGO.Common.Message.DosLeagueSendMsgToPlayersRespMessage
1867	WotC.MTGO.Common.Message.DosUserAlertMessageMessage
1868	WotC.MTGO.Common.Message.DosLeagueUserPairUpReqMessage
1869	WotC.MTGO.Common.Message.DosLeagueUserPairUpRespMessage
1871	WotC.MTGO.Common.Message.DosLeagueGetPrizesOnExitReqMessage
1872	WotC.MTGO.Common.Message.DosLeagueGetPrizesOnExitRespMessage
1873	WotC.MTGO.Common.Message.DosLeagueGlobalUpdatePauseStateReqMessage
1874	WotC.MTGO.Common.Message.DosLeagueGlobalUpdatePauseStateRespMessage
1875	WotC.MTGO.Common.Message.DosLeagueInitializeReqMessage
1876	WotC.MTGO.Common.Message.DosLeagueInitializeRespMessage
1877	WotC.MTGO.Common.Message.DosLeagueLostConnectionWithPlayerMessage
1878	WotC.MTGO.Common.Message.DosLeagueUserInitialGrantMessage
1879	WotC.MTGO.Common.Message.DosLeagueInternalTransitionStateMessage
1880	WotC.MTGO.Common.Message.DosLeagueInternalProcessQueueMessage
1881	WotC.MTGO.Common.Message.DosLeagueInternalMatchAcknowledgementPendingMessage
1882	WotC.MTGO.Common.Message.DosLeagueInternalMatchCreatedMessage
1883	WotC.MTGO.Common.Message.DosLeagueInternalMatchCompletedMessage
1884	WotC.MTGO.Common.Message.DosLeagueInternalFireMatchMessage
1885	WotC.MTGO.Common.Message.DosLeagueUserSetActiveDeckReqMessage
1886	WotC.MTGO.Common.Message.DosLeagueUserSetActiveDeckRespMessage
1888	WotC.MTGO.Common.Message.DosLeagueUserProcessCompletedMatchFailedMessage
1889	WotC.MTGO.Common.Message.DosLeagueInternalDisbandMatchMessage
1890	WotC.MTGO.Common.Message.FlsLeagueListReqMessage
1891	WotC.MTGO.Common.Message.FlsLeagueListRespMessage
1894	WotC.MTGO.Common.Message.DosLeagueUserRenameDeckReqMessage
1895	WotC.MTGO.Common.Message.DosLeagueUserRenameDeckRespMessage
1896	WotC.MTGO.Common.Message.DosLeagueUserRemoveDeckReqMessage
1897	WotC.MTGO.Common.Message.DosLeagueUserRemoveDeckRespMessage
1898	WotC.MTGO.Common.Message.DosLeagueUserCreateDeckReqMessage
1899	WotC.MTGO.Common.Message.DosLeagueUserCreateDeckRespMessage
1900	WotC.MTGO.Common.Message.DosLeagueDissociateMatchMessage
1901	WotC.MTGO.Common.Message.DosLeagueUserJoinDraftQueueReqMessage
1902	WotC.MTGO.Common.Message.DosLeagueUserJoinDraftQueueRespMessage
1903	WotC.MTGO.Common.Message.DosLeagueUserExitDraftQueueReqMessage
1904	WotC.MTGO.Common.Message.DosLeagueUserExitDraftQueueRespMessage
1905	WotC.MTGO.Common.Message.DosLeagueDraftQueueInfoUpdatedMessage
1906	WotC.MTGO.Common.Message.DosLeagueUserGeneratePoolReqMessage
1907	WotC.MTGO.Common.Message.DosLeagueUserGeneratePoolRespMessage
1908	WotC.MTGO.Common.Message.DosLeagueInternalBoosterDraftCompletedMessage
1909	WotC.MTGO.Common.Message.DosLeagueInternalPileDraftCompletedMessage
1910	WotC.MTGO.Common.Message.DosLeagueCancelDraftsReqMessage
1911	WotC.MTGO.Common.Message.DosLeagueCancelDraftsRespMessage
1912	WotC.MTGO.Common.Message.DosLeagueGlobalUpdatePauseStateInternalMessage
1914	WotC.MTGO.Common.Message.DosLeagueLeaderboardUpdatedMessage
1915	WotC.MTGO.Common.Message.DosLeagueInternalReinitializeMessage
1921	WotC.MTGO.Common.Message.DosTournamentKickReqMessage
1922	WotC.MTGO.Common.Message.DosTournamentKickRespMessage
1923	WotC.MTGO.Common.Message.DosValidationRulesetModifyAffectedEventsFafMessage
1924	WotC.MTGO.Common.Message.FlsValidationRulesetModifyAffectedEventsFafMessage
2048	WotC.MTGO.Common.Message.FlsValidationRulesetReqMessage
2049	WotC.MTGO.Common.Message.FlsValidationRulesetRespMessage
2050	WotC.MTGO.Common.Message.FlsValidationRulesetModifyReqMessage
2051	WotC.MTGO.Common.Message.FlsValidationRulesetModifyRespMessage
2052	WotC.MTGO.Common.Message.FlsValidationRulesetBroadcastUpdateMessage
2053	WotC.MTGO.Common.Message.DosValidationRulesetInitReqMessage
2054	WotC.MTGO.Common.Message.DosValidationRulesetInitRespMessage
2055	WotC.MTGO.Common.Message.DosValidationRulesetSyncReqMessage
2056	WotC.MTGO.Common.Message.DosValidationRulesetSyncRespMessage
2057	WotC.MTGO.Common.Message.DosValidationRulesetModifyReqMessage
2058	WotC.MTGO.Common.Message.DosValidationRulesetModifyRespMessage
2059	WotC.MTGO.Common.Message.DosValidationRulesetBroadcastUpdateMessage
2304	WotC.MTGO.Common.Message.DosServerCheckUpdateReqMessage
2305	WotC.MTGO.Common.Message.DosServerInfoReqMessage
2306	WotC.MTGO.Common.Message.DosServerReqMessage
2307	WotC.MTGO.Common.Message.DosUserLoginReqMessage
2308	WotC.MTGO.Common.Message.DosChannelOpenMessage
2309	WotC.MTGO.Common.Message.DosChannelCloseMessage
2310	WotC.MTGO.Common.Message.DosChannelListReqMessage
2311	WotC.MTGO.Common.Message.DosServerListReqMessage
2312	WotC.MTGO.Common.Message.DosLibraryLoadListReqMessage
2313	WotC.MTGO.Common.Message.DosCollectionListReqMessage
2314	WotC.MTGO.Common.Message.DosServerInfoByTypeReqMessage
2315	WotC.MTGO.Common.Message.DosUserDisciplineReqMessage
2316	WotC.MTGO.Common.Message.DosUserDisciplineRespMessage
2317	WotC.MTGO.Common.Message.DosUserDisciplineFailureRespMessage
2318	WotC.MTGO.Common.Message.DosAdminCollectionListReqMessage
2319	WotC.MTGO.Common.Message.DosAdminCardInfoReqMessage
2320	WotC.MTGO.Common.Message.DosBuddylistAddReqMessage
2321	WotC.MTGO.Common.Message.DosBuddylistRemoveReqMessage
2322	WotC.MTGO.Common.Message.DosBuddylistClearReqMessage
2323	WotC.MTGO.Common.Message.DosBuddylistGetlistReqMessage
2324	WotC.MTGO.Common.Message.DosQueuedmessageSendReqMessage
2325	WotC.MTGO.Common.Message.DosQueuedmessageGetbySenderReqMessage
2326	WotC.MTGO.Common.Message.DosQueuedmessageGetbyMessagetypeReqMessage
2327	WotC.MTGO.Common.Message.DosQueuedmessageGetallReqMessage
2328	WotC.MTGO.Common.Message.DosQueuedmessageDeleteReqMessage
2329	WotC.MTGO.Common.Message.DosQueuedmessageDeleteallReqMessage
2330	WotC.MTGO.Common.Message.DosBlockUserReqMessage
2331	WotC.MTGO.Common.Message.DosUnblockUserReqMessage
2332	WotC.MTGO.Common.Message.DosClearBlockedusersReqMessage
2333	WotC.MTGO.Common.Message.DosBlockedusersGetlistReqMessage
2334	WotC.MTGO.Common.Message.DosPersonOfInterestUpdatecommentReqMessage
2335	WotC.MTGO.Common.Message.DosMaintenanceReqMessage
2336	WotC.MTGO.Common.Message.DosDeckValidationReqMessage
2337	WotC.MTGO.Common.Message.DosChannelUpdateFlagsMessage
2338	WotC.MTGO.Common.Message.DosLoginChangeAvatarReqMessage
2339	WotC.MTGO.Common.Message.DosAdminAdjustGameClockReqMessage
2341	WotC.MTGO.Common.Message.DosQueuedmessageSendByNameReqMessage
2342	WotC.MTGO.Common.Message.DosMatchChallengeRequestMessage
2343	WotC.MTGO.Common.Message.DosMatchAcceptChallengeMessage
2344	WotC.MTGO.Common.Message.DosMatchDeclineChallengeMessage
2345	WotC.MTGO.Common.Message.DosMatchRetractChallengeMessage
2346	WotC.MTGO.Common.Message.DosMatchChallengeCreateSuccessMessage
2347	WotC.MTGO.Common.Message.DosMatchChallengeAcceptedMessage
2348	WotC.MTGO.Common.Message.DosMatchChallengeDeclinedMessage
2349	WotC.MTGO.Common.Message.DosMatchChallengeFailureMessage
2350	WotC.MTGO.Common.Message.DosServerStateTransitionReqMessage
2351	WotC.MTGO.Common.Message.DosServerStateTransitionRespMessage
2352	WotC.MTGO.Common.Message.DosRatingsReqMessage
2354	WotC.MTGO.Common.Message.DosUserDisciplineByNameReqMessage
2355	WotC.MTGO.Common.Message.DosUserDisciplineByNameRespMessage
2356	WotC.MTGO.Common.Message.DosUserDisciplineByNameFailureRespMessage
2357	WotC.MTGO.Common.Message.DosRatingDecayFafMessage
2358	WotC.MTGO.Common.Message.DosReferralCreateReqMessage
2359	WotC.MTGO.Common.Message.DosReferralCancelReqMessage
2360	WotC.MTGO.Common.Message.DosReferralListReqMessage
2362	WotC.MTGO.Common.Message.DosReferralCampaignCreateReqMessage
2363	WotC.MTGO.Common.Message.DosReferralCampaignViewReqMessage
2364	WotC.MTGO.Common.Message.DosReferralCampaignEditReqMessage
2365	WotC.MTGO.Common.Message.DosClientOptionsChangeReqMessage
2366	WotC.MTGO.Common.Message.DosGetClientOptionsReqMessage
2367	WotC.MTGO.Common.Message.DosAdminSetInactivityTimerReqMessage
2368	WotC.MTGO.Common.Message.DosMatchLostConnectionWithPlayerMessage
2369	WotC.MTGO.Common.Message.DosTournamentQueueLostConnectionWithPlayerMessage
2370	WotC.MTGO.Common.Message.DosTournamentLostConnectionWithPlayerMessage
2371	WotC.MTGO.Common.Message.DosPromocodeRedemptionReqMessage
2372	WotC.MTGO.Common.Message.DosPromocodeCampaignCreateReqMessage
2373	WotC.MTGO.Common.Message.DosPromocodeCampaignViewReqMessage
2374	WotC.MTGO.Common.Message.DosPromocodeCampaignEditReqMessage
2375	WotC.MTGO.Common.Message.DosPromocodeAddCodesReqMessage
2376	WotC.MTGO.Common.Message.DosPromocodeChangeCodeStateReqMessage
2377	WotC.MTGO.Common.Message.DosPromocodeNochecksumCodelistReqMessage
2384	WotC.MTGO.Common.Message.DosEntryFeeCreateReqMessage
2385	WotC.MTGO.Common.Message.DosEntryFeeUpdateReqMessage
2386	WotC.MTGO.Common.Message.DosEntryFeeInfoReqMessage
2387	WotC.MTGO.Common.Message.DosEntryFeeExpireReqMessage
2388	WotC.MTGO.Common.Message.DosEntryFeeSuiteCreateReqMessage
2389	WotC.MTGO.Common.Message.DosEntryFeeSuiteUpdateReqMessage
2391	WotC.MTGO.Common.Message.DosEntryFeeSuiteExpireReqMessage
2392	WotC.MTGO.Common.Message.DosSystemConfigurationGetReqMessage
2393	WotC.MTGO.Common.Message.DosSystemConfigurationUpdateReqMessage
2394	WotC.MTGO.Common.Message.DosLoginAvailableReqMessage
2395	WotC.MTGO.Common.Message.DosPaypalAccountActivateFafMessage
2396	WotC.MTGO.Common.Message.DosPaypalGrantNoOwnershipAccountFafMessage
2397	WotC.MTGO.Common.Message.DosActivateAccountReqMessage
2398	WotC.MTGO.Common.Message.DosPasswordResetBeginReqMessage
2399	WotC.MTGO.Common.Message.DosPasswordResetEmailReqMessage
2400	WotC.MTGO.Common.Message.DosPasswordResetTokenReqMessage
2401	WotC.MTGO.Common.Message.DosAdminInactivityTimerQueryReqMessage
2402	WotC.MTGO.Common.Message.DosAdminInactivityTimerQueryRespMessage
2413	WotC.MTGO.Common.Message.FlsEscrowForcedTradeReqMessage
2414	WotC.MTGO.Common.Message.DosEscrowForcedTradeReqMessage
2415	WotC.MTGO.Common.Message.DosEscrowParticipantAcceptReqMessage
2416	WotC.MTGO.Common.Message.DosEscrowTradeSetupReqMessage
2418	WotC.MTGO.Common.Message.DosEscrowCancelReqMessage
2419	WotC.MTGO.Common.Message.DosEscrowDepositlistUpdateReqMessage
2420	WotC.MTGO.Common.Message.DosEscrowFinalApproveReqMessage
2422	WotC.MTGO.Common.Message.DosEscrowOpenpackSetupReqMessage
2423	WotC.MTGO.Common.Message.DosEscrowOpenpackUpdatelistReqMessage
2424	WotC.MTGO.Common.Message.DosEscrowDepositlistClearReqMessage
2426	WotC.MTGO.Common.Message.DosEscrowGrantInitiateReqMessage
2429	WotC.MTGO.Common.Message.DosEscrowSetupReqMessage
2430	WotC.MTGO.Common.Message.DosEscrowOpenpackFinalApproveMessage
2431	WotC.MTGO.Common.Message.DosEscrowErrorMessage
2432	WotC.MTGO.Common.Message.DosUserroleGetprivilegesMessage
2433	WotC.MTGO.Common.Message.DosUserroleUpdateMessage
2434	WotC.MTGO.Common.Message.DosUserroleGetuseridMessage
2436	WotC.MTGO.Common.Message.DosEscrowSetNopayMessage
2437	WotC.MTGO.Common.Message.DosEscrowSetNopayFailureMessage
2438	WotC.MTGO.Common.Message.DosGameFailureToAttachMessage
2439	WotC.MTGO.Common.Message.DosServerGetCountActiveGamesMessage
2442	WotC.MTGO.Common.Message.DosNetDeckListGetReqMessage
2443	WotC.MTGO.Common.Message.DosNetDeckDeleteReqMessage
2445	WotC.MTGO.Common.Message.DosNetDeckCreateReqMessage
2446	WotC.MTGO.Common.Message.DosEscrowSetNopaySuccessMessage
2447	WotC.MTGO.Common.Message.DosLoginChangePwdReqMessage
2448	WotC.MTGO.Common.Message.DosMatchGameStartMessage
2450	WotC.MTGO.Common.Message.DosGameEndMessage
2451	WotC.MTGO.Common.Message.DosGameReplayReqMessage
2452	WotC.MTGO.Common.Message.DosMatchCullReqMessage
2454	WotC.MTGO.Common.Message.DosMatchJoinMessage
2455	WotC.MTGO.Common.Message.DosMatchDropMessage
2456	WotC.MTGO.Common.Message.DosMatchConcedeMessage
2458	WotC.MTGO.Common.Message.DosMatchPlayerOrderMessage
2459	WotC.MTGO.Common.Message.DosGameSetGameStateMessage
2461	WotC.MTGO.Common.Message.DosGameFindMyMatchesMessage
2462	WotC.MTGO.Common.Message.DosMatchCreateAndJoinMessage
2463	WotC.MTGO.Common.Message.FlsMatchGameStartedMessage
2464	WotC.MTGO.Common.Message.DosNetDeckUpdateReqMessage
2465	WotC.MTGO.Common.Message.DosClanCreateMessage
2466	WotC.MTGO.Common.Message.DosClanGetPendingRequestsMessage
2467	WotC.MTGO.Common.Message.DosEscrowGetNopayMessage
2468	WotC.MTGO.Common.Message.DosEscrowNopayValueMessage
2469	WotC.MTGO.Common.Message.DosGrantMoprReqMessage
2470	WotC.MTGO.Common.Message.DosClanRemovePlayerMessage
2471	WotC.MTGO.Common.Message.DosClanPromoteCaptainMessage
2472	WotC.MTGO.Common.Message.DosClanGetlistMessage
2473	WotC.MTGO.Common.Message.DosClanGetInfoMessage
2474	WotC.MTGO.Common.Message.DosClanUpdateInfoMessage
2475	WotC.MTGO.Common.Message.DosClanDeleteMessage
2476	WotC.MTGO.Common.Message.DosBoosterDraftCompletedMessage
2477	WotC.MTGO.Common.Message.DosBoosterPrintRunCreateMessage
2478	WotC.MTGO.Common.Message.DosTournamentPackPrintRunCreateMessage
2479	WotC.MTGO.Common.Message.DosThemeDeckPrintRunCreateMessage
2480	WotC.MTGO.Common.Message.DosMatchValidateSideboardingMessage
2481	WotC.MTGO.Common.Message.DosMatchSideboardingTimeExpiredMessage
2482	WotC.MTGO.Common.Message.DosPeriodicServiceReqMessage
2484	WotC.MTGO.Common.Message.DosQueueJoinMessage
2485	WotC.MTGO.Common.Message.DosQueueDropMessage
2488	WotC.MTGO.Common.Message.DosTournamentJoinMessage
2489	WotC.MTGO.Common.Message.DosTournamentDropMessage
2493	WotC.MTGO.Common.Message.DosTournamentDeckSubmitMessage
2496	WotC.MTGO.Common.Message.DosClanInvitePlayersMessage
2497	WotC.MTGO.Common.Message.DosClanAcceptInvitationMessage
2498	WotC.MTGO.Common.Message.DosClanDeclineInvitationMessage
2499	WotC.MTGO.Common.Message.DosClanInvitationsMessage
2500	WotC.MTGO.Common.Message.DosClanInvitationAcceptedMessage
2501	WotC.MTGO.Common.Message.DosClanInvitationDeclinedMessage
2502	WotC.MTGO.Common.Message.DosClanInvitationFailureMessage
2503	WotC.MTGO.Common.Message.DosPrizeStructureInfoReqMessage
2504	WotC.MTGO.Common.Message.DosPrizeStructureCreateMessage
2505	WotC.MTGO.Common.Message.DosPrizeStructureUpdateMessage
2506	WotC.MTGO.Common.Message.DosTournamentEjectReqMessage
2513	WotC.MTGO.Common.Message.DosQueueActiveListReqMessage
2514	WotC.MTGO.Common.Message.DosClanGetlisttopMessage
2515	WotC.MTGO.Common.Message.DosLoginEmailChangeReqMessage
2516	WotC.MTGO.Common.Message.DosQueueActiveListMessage
2517	WotC.MTGO.Common.Message.DosQueueAllUsersListReqMessage
2518	WotC.MTGO.Common.Message.DosQueueAllUsersListMessage
2519	WotC.MTGO.Common.Message.DosTournamentDeckReqMessage
2520	WotC.MTGO.Common.Message.DosTournamentSyncListReqMessage
2521	WotC.MTGO.Common.Message.DosTournamentSyncListMessage
2522	WotC.MTGO.Common.Message.DosTournamentEjectRespMessage
2527	WotC.MTGO.Common.Message.DosTournamentSyncInfoReqMessage
2528	WotC.MTGO.Common.Message.DosTournamentSyncInfoMessage
2529	WotC.MTGO.Common.Message.DosTournamentRecurrencePreventReqMessage
2530	WotC.MTGO.Common.Message.DosTournamentRecurrencePreventRespMessage
2531	WotC.MTGO.Common.Message.DosTournamentQualificationForceReqMessage
2532	WotC.MTGO.Common.Message.DosTournamentQualificationForceRespMessage
2533	WotC.MTGO.Common.Message.DosTournamentUpdateDescriptionReqMessage
2534	WotC.MTGO.Common.Message.DosTournamentUpdateDescriptionRespMessage
2535	WotC.MTGO.Common.Message.DosTournamentNoSyncInfoMessage
2536	WotC.MTGO.Common.Message.DosTournamentQualificationUpdateListMessage
2537	WotC.MTGO.Common.Message.DosTournamentSyncDeckReqMessage
2545	WotC.MTGO.Common.Message.DosTournamentForceResignReqMessage
2546	WotC.MTGO.Common.Message.DosTournamentForceResignRespMessage
2548	WotC.MTGO.Common.Message.DosTournamentQueueEndMessage
2549	WotC.MTGO.Common.Message.DosTournamentQueueEndRespMessage
2550	WotC.MTGO.Common.Message.DosTournamentEndMessage
2551	WotC.MTGO.Common.Message.DosTournamentEndRespMessage
2552	WotC.MTGO.Common.Message.DosTournamentForceConcedeReqMessage
2553	WotC.MTGO.Common.Message.DosTournamentForceConcedeRespMessage
2560	WotC.MTGO.Common.Message.DosErrorMessage
2561	WotC.MTGO.Common.Message.DosUserLoginRespMessage
2563	WotC.MTGO.Common.Message.DosServerValidMessage
2564	WotC.MTGO.Common.Message.DosServerInvalidMessage
2565	WotC.MTGO.Common.Message.DosServerInfoFoundMessage
2566	WotC.MTGO.Common.Message.DosServerInfoNotFoundMessage
2567	WotC.MTGO.Common.Message.DosServerInfoByTypeRespMessage
2569	WotC.MTGO.Common.Message.DosClientOptionsChangeRespMessage
2570	WotC.MTGO.Common.Message.DosTournamentDeckSubmitAckMessage
2571	WotC.MTGO.Common.Message.DosTournamentMatchesMessage
2572	WotC.MTGO.Common.Message.DosGetClientOptionsRespMessage
2573	WotC.MTGO.Common.Message.DosAdminAdjustGameClockRespMessage
2574	WotC.MTGO.Common.Message.DosMatchUpdateDescriptionReqMessage
2575	WotC.MTGO.Common.Message.DosMatchUpdateDescriptionRespMessage
2576	WotC.MTGO.Common.Message.DosChannelErrorMessage
2577	WotC.MTGO.Common.Message.DosChannelListMessage
2578	WotC.MTGO.Common.Message.DosChannelNotClosedMessage
2579	WotC.MTGO.Common.Message.DosChannelOpenedMessage
2580	WotC.MTGO.Common.Message.DosServerListMessage
2581	WotC.MTGO.Common.Message.DosLibraryLoadListMessage
2582	WotC.MTGO.Common.Message.DosTournamentDeckRespMessage
2583	WotC.MTGO.Common.Message.DosCollectionListMessage
2584	WotC.MTGO.Common.Message.DosAdminCollectionListMessage
2585	WotC.MTGO.Common.Message.DosChannelHaschildMessage
2586	WotC.MTGO.Common.Message.DosAdminCardInfoMessage
2587	WotC.MTGO.Common.Message.DosBoosterDraftStateMessage
2588	WotC.MTGO.Common.Message.DosBoosterDraftCompletedRespMessage
2589	WotC.MTGO.Common.Message.DosServerListUnchangedMessage
2590	WotC.MTGO.Common.Message.DosBuddylistAddedMessage
2591	WotC.MTGO.Common.Message.DosBuddylistDuplicateMessage
2592	WotC.MTGO.Common.Message.DosBuddylistFullMessage
2593	WotC.MTGO.Common.Message.DosBuddylistRemovedMessage
2594	WotC.MTGO.Common.Message.DosBuddylistNolistMessage
2595	WotC.MTGO.Common.Message.DosBuddylistNotinlistMessage
2596	WotC.MTGO.Common.Message.DosBuddylistClearedMessage
2597	WotC.MTGO.Common.Message.DosBuddylistListMessage
2598	WotC.MTGO.Common.Message.DosBuddylistInvalidbuddyMessage
2599	WotC.MTGO.Common.Message.DosBuddylistInvalidownerMessage
2600	WotC.MTGO.Common.Message.DosQueuedmessageSendRespMessage
2601	WotC.MTGO.Common.Message.DosQueuedmessageSendFailureRespMessage
2602	WotC.MTGO.Common.Message.DosQueuedmessageGetFailureRespMessage
2603	WotC.MTGO.Common.Message.DosQueuedmessageDeleteFailureRespMessage
2604	WotC.MTGO.Common.Message.DosAdminSetInactivityTimerRespMessage
2606	WotC.MTGO.Common.Message.DosQueuedmessageInvalidGetmsgtypeMessage
